0	1.77779	0.205801	3.23306
0	1.77546	0.20828	3.23306
0	1.77768	0.207128	3.23306
0	1.77714	0.208178	3.23306
0	1.77605	0.209865	3.23306
0	1.77724	0.210503	3.23306
0	1.77707	0.210178	3.23306
1	1.06358	0.978257	3.23306
1	1.04226	0.92425	3.23306
1	1.123	0.874372	3.23306
2	0.758639	1.02429	3.23306
3	0.894194	1.28257	3.23306
3	0.913337	1.24439	3.23306
2	0.656769	1.05076	3.23306
1	1.27671	0.8814	3.23306
1	1.26695	0.876631	3.23306
1	1.28059	0.892495	3.23306
1	1.26497	0.879811	3.23306
3	0.901102	1.28996	3.23306
1	1.13069	1.02472	3.23306
3	0.914713	1.29359	3.23306
3	0.901596	1.28926	3.23306
2	0.634021	0.996	3.23306
2	0.658923	1.05512	3.23306
3	0.90287	1.2897	3.23306
3	0.888957	1.29239	3.23306
4	0.574812	0.79168	3.23306
2	0.700218	1.14682	3.23306
3	0.717278	1.3223	3.23306
3	0.906169	1.30074	3.23306
2	0.545251	1.00199	3.23306
2	0.617967	1.0007	3.23306
2	0.624742	1.0137	3.23306
3	0.887563	1.30171	3.23306
2	0.67056	1.09507	3.23306
3	0.881486	1.29836	3.23306
3	0.881522	1.29678	3.23306
2	0.533265	0.996216	3.23306
2	0.666668	1.09926	3.23306
3	0.881033	1.30484	3.23306
1	1.10614	0.902957	3.23306
3	0.878409	1.2989	3.23306
3	0.552839	1.41069	3.23306
2	0.591733	1.05653	3.23306
2	0.532217	1.0251	3.23306
3	0.532616	1.40347	3.23306
3	0.616582	1.36464	3.23306
5	-0.156665	1.50818	3.23306
5	-0.189414	1.41676	3.23306
5	-0.167463	1.48538	3.23306
6	0.0284651	1.18387	3.23306
7	-0.441422	-0.607285	3.23306
7	-0.441438	-0.607182	3.23306
8	-0.618289	1.19502	3.23306
7	-0.441344	-0.606859	3.23306
7	-0.442216	-0.608389	3.23306
7	-0.44172	-0.607004	3.23306
7	-0.441458	-0.606974	3.23306
8	-0.66158	1.18258	3.23306
7	-0.441422	-0.607054	3.23306
7	-0.441656	-0.608074	3.23306
7	-0.441311	-0.607232	3.23306
8	-0.732095	1.30574	3.23306
7	-0.442081	-0.609465	3.23306
7	-0.442211	-0.608885	3.23306
9	-0.285755	0.761409	3.23306
9	-0.292322	0.758639	3.23306
7	-0.442172	-0.608615	3.23306
7	-0.441618	-0.607888	3.23306
10	-1.39873	1.08389	3.23306
11	-1.20162	1.21082	3.23306
10	-1.33173	1.06501	3.23306
10	-1.39921	1.08084	3.23306
10	-1.40096	1.08173	3.23306
10	-1.40049	1.08084	3.23306
10	-1.39983	1.08049	3.23306
10	-1.40105	1.07847	3.23306
10	-1.3475	1.05598	3.23306
10	-1.3488	1.05384	3.23306
10	-1.40171	1.07804	3.23306
10	-1.3482	1.0452	3.23306
10	-1.29571	0.884876	3.23306
7	-0.441926	-0.608105	3.23306
7	-0.441501	-0.607707	3.23306
7	-0.441599	-0.607582	3.23306
7	-0.441982	-0.607363	3.23306
7	-0.441599	-0.60758	3.23306
7	-0.44195	-0.607846	3.23306
7	-0.441807	-0.607865	3.23306
7	-0.441812	-0.607885	3.23306
7	-0.441778	-0.607991	3.23306
7	-0.442119	-0.609001	3.23306
7	-0.441857	-0.608104	3.23306
7	-0.442112	-0.609235	3.23306
7	-0.442249	-0.609082	3.23306
7	-0.441907	-0.608112	3.23306
7	-0.442015	-0.608634	3.23306
7	-0.442094	-0.608667	3.23306
12	-1.73301	-0.28812	3.23306
7	-0.44185	-0.607995	3.23306
7	-0.44197	-0.608276	3.23306
7	-0.44196	-0.608194	3.23306
7	-0.442126	-0.608541	3.23306
7	-0.441754	-0.607853	3.23306
7	-0.442313	-0.609024	3.23306
7	-0.44173	-0.607964	3.23306
7	-0.442291	-0.60899	3.23306
7	-0.44176	-0.607859	3.23306
7	-0.441925	-0.608108	3.23306
7	-0.442313	-0.609024	3.23306
7	-0.442038	-0.608663	3.23306
7	-0.441643	-0.607629	3.23306
7	-0.441936	-0.608352	3.23306
7	-0.442313	-0.609026	3.23306
7	-0.441394	-0.607654	3.23306
7	-0.441985	-0.607365	3.23306
7	-0.442453	-0.609379	3.23306
7	-0.442103	-0.608429	3.23306
7	-0.442039	-0.6082	3.23306
7	-0.441746	-0.60807	3.23306
7	-0.441578	-0.607545	3.23306
7	-0.442167	-0.60827	3.23306
7	-0.442035	-0.608252	3.23306
7	-0.44197	-0.608277	3.23306
7	-0.441987	-0.608883	3.23306
7	-0.442135	-0.608525	3.23306
7	-0.441747	-0.608045	3.23306
7	-0.441999	-0.608227	3.23306
7	-0.44186	-0.608159	3.23306
7	-0.442059	-0.608107	3.23306
7	-0.441885	-0.607908	3.23306
7	-0.441949	-0.608401	3.23306
7	-0.441859	-0.608475	3.23306
13	-0.314563	-1.84392	3.23306
7	-0.442114	-0.60853	3.23306
7	-0.442319	-0.608892	3.23306
7	-0.442361	-0.6092	3.23306
7	-0.442356	-0.609179	3.23306
7	-0.442549	-0.610255	3.23306
7	-0.442363	-0.609188	3.23306
7	-0.442333	-0.609178	3.23306
7	-0.442351	-0.609166	3.23306
7	-0.442284	-0.608929	3.23306
7	-0.442386	-0.609227	3.23306
7	-0.442529	-0.610189	3.23306
7	-0.442385	-0.609222	3.23306
7	-0.442373	-0.608871	3.23306
7	-0.442111	-0.608429	3.23306
7	-0.442084	-0.608527	3.23306
7	-0.442482	-0.609001	3.23306
7	-0.442044	-0.608406	3.23306
7	-0.4424	-0.608895	3.23306
7	-0.442132	-0.608368	3.23306
7	-0.442021	-0.608389	3.23306
7	-0.442101	-0.608614	3.23306
7	-0.442361	-0.608341	3.23306
7	-0.442361	-0.608342	3.23306
7	-0.442314	-0.608986	3.23306
7	-0.442484	-0.609327	3.23306
7	-0.442501	-0.609281	3.23306
7	-0.442629	-0.609311	3.23306
7	-0.442473	-0.609278	3.23306
7	-0.442224	-0.609083	3.23306
7	-0.442267	-0.609124	3.23306
7	-0.442228	-0.609087	3.23306
7	-0.442313	-0.609296	3.23306
7	-0.442335	-0.609082	3.23306
14	1.40273	-0.694279	3.23306
14	1.4055	-0.698127	3.23306
14	1.40592	-0.698536	3.23306
14	1.40231	-0.692325	3.23306
14	1.40216	-0.69253	3.23306
14	1.41156	-0.697595	3.23306
14	1.53677	-0.759191	3.23306
14	1.40775	-0.697677	3.23306
14	1.40624	-0.696362	3.23306
14	1.4062	-0.695921	3.23306
7	-0.44257	-0.60918	3.23306
7	-0.44225	-0.608225	3.23306
7	-0.442866	-0.609984	3.23306
7	-0.442485	-0.609294	3.23306
15	1.74259	-0.257306	3.23306
15	1.74255	-0.253153	3.23306
15	1.74095	-0.250354	3.23306
15	1.77985	-0.247374	3.23306
