1804289383	-0.0744562	0.880869	0.0875
1804289384	-0.275295	0.633711	0.0875
1804289385	-0.207844	0.324095	0.0875
1804289384	-0.20997	0.791874	0.0875
1804289386	0.595371	1.48111	0.0875
1804289387	0.692108	1.25867	0.0875
1804289387	0.678183	1.24356	0.0875
1804289384	-0.217078	0.716741	0.0875
1804289388	-0.011756	-0.21981	0.0875
1804289386	0.664903	1.50285	0.0875
1804289389	-0.155091	1.90613	0.0875
1804289390	-0.298193	1.41412	0.0875
1804289391	-0.178273	0.470863	0.0875
1804289392	-0.856479	1.51689	0.0875
1804289393	-0.549706	0.733057	0.0875
1804289394	-0.850392	1.03112	0.0875
1804289395	-0.330833	-0.87007	0.0875
1804289396	0.0360456	-0.399349	0.0875
1804289397	-1.25254	-0.479987	0.0875
1804289398	-0.220746	-0.98991	0.0875
1804289399	-0.550091	-0.528385	0.0875
1804289400	0.149402	-0.903481	0.0875
1804289401	0.920757	1.22682	0.0875
1804289402	0.035036	-0.807576	0.0875
1804289403	-0.584448	-1.28226	0.0875
1804289404	-0.417901	-1.12908	0.0875
1804289405	-0.0657513	-1.02088	0.0875
1804289406	0.165411	-1.4629	0.0875
1804289400	0.185105	-1.03503	0.0875
1804289407	0.670275	-1.77496	0.0875
1804289408	0.766704	-1.36107	0.0875
1804289409	0.556905	-1.064	0.0875
1804289410	0.396076	-0.920341	0.0875
1804289411	0.794572	-0.883375	0.0875
846930886	-0.123001	1.36352	0.175
846930887	-0.446122	1.01594	0.175
846930888	-0.343932	0.564279	0.175
846930889	-0.345243	1.26134	0.175
846930890	1.04997	2.25712	0.175
846930891	1.12042	1.87368	0.175
846930891	1.10118	1.85181	0.175
846930889	-0.35338	1.15173	0.175
846930892	-0.0290184	-0.332369	0.175
846930890	1.14645	2.27694	0.175
846930893	-0.221181	2.96959	0.175
846930894	-0.509576	2.24057	0.175
846930895	-0.297278	0.787068	0.175
846930896	-1.44029	2.3603	0.175
846930897	-0.894461	1.20832	0.175
846930898	-1.46535	1.54122	0.175
846930899	-0.466854	-1.36649	0.175
846930900	0.0433933	-0.621784	0.175
846930901	-2.14429	-0.69993	0.175
846930902	-0.442692	-1.5673	0.175
846930903	-0.945981	-0.849749	0.175
846930904	0.247931	-1.396	0.175
846930905	1.4284	1.76758	0.175
846930906	0.0592059	-1.25338	0.175
846930907	-0.946095	-2.01018	0.175
846930908	-0.60722	-1.79199	0.175
846930909	-0.103863	-1.59793	0.175
846930910	0.286732	-2.27601	0.175
846930911	0.303242	-1.57175	0.175
846930912	1.12666	-2.76189	0.175
846930913	1.26497	-2.0934	0.175
846930914	0.957078	-1.58965	0.175
846930915	0.657071	-1.40894	0.175
846930916	1.33312	-1.30229	0.175
1681692777	-0.180843	1.79583	0.2625
1681692778	-0.592929	1.38014	0.2625
1681692779	-0.458652	0.82027	0.2625
1681692780	-0.463833	1.70556	0.2625
1681692781	1.476	2.92617	0.2625
1681692782	1.36896	2.36829	0.2625
1681692782	1.34558	2.33882	0.2625
1681692780	-0.468182	1.56872	0.2625
1681692783	-0.029729	-0.423784	0.2625
1681692781	1.57234	2.94098	0.2625
1681692784	-0.274955	3.93817	0.2625
1681692785	-0.714247	3.01845	0.2625
1681692786	-0.398403	1.10202	0.2625
1681692787	-2.01328	3.12413	0.2625
1681692788	-1.23036	1.66845	0.2625
1681692789	-2.07624	1.97332	0.2625
1681692790	-0.552516	-2.06307	0.2625
1681692791	0.0594025	-0.813822	0.2625
1681692792	-3.01012	-0.897261	0.2625
1681692793	-0.64269	-1.80879	0.2625
1681692794	-1.38027	-1.23589	0.2625
1681692795	0.378925	-1.84932	0.2625
1681692796	1.63336	2.12757	0.2625
1681692797	0.115104	-1.6467	0.2625
1681692798	-1.23808	-2.65419	0.2625
1681692799	-0.68938	-2.42441	0.2625
1681692800	-0.0689568	-2.03542	0.2625
1681692801	0.43039	-3.02217	0.2625
1681692802	0.463286	-2.05591	0.2625
1681692803	1.59896	-3.64655	0.2625
1681692804	1.7639	-2.74454	0.2625
1681692805	1.40756	-2.04688	0.2625
1681692806	0.962508	-1.80717	0.2625
1681692807	1.90738	-1.62102	0.2625
1714636915	-0.217492	2.22824	0.35
1714636916	-0.676798	1.75085	0.35
1714636917	-0.50771	1.09809	0.35
1714636918	-0.528864	2.15686	0.35
1714636919	1.88381	3.56116	0.35
1714636920	1.46824	2.83054	0.35
1714636920	1.43613	2.78938	0.35
1714636921	-0.517473	1.9988	0.35
1714636922	0.0457333	-0.514658	0.35
1714636919	1.96514	3.58073	0.35
1714636923	-0.318324	4.8538	0.35
1714636924	-0.906499	3.77116	0.35
1714636925	-0.444284	1.43462	0.35
1714636926	-2.58133	3.8448	0.35
1714636927	-1.55515	2.12116	0.35
1714636928	-2.68205	2.35948	0.35
1714636929	-0.724998	-2.59046	0.35
1714636930	0.169148	-1.01047	0.35
1714636931	-3.86953	-1.07471	0.35
1714636932	-0.659183	-2.20623	0.35
1714636933	-1.83399	-1.6039	0.35
1714636934	0.526975	-2.26644	0.35
